TradeDate,BaseRate,OpenRate,CloseRate,HighRate,LowRate,MarketValue
21/08/2022,285.27,285.04,284.56,285.11,284.56,81748364
18/08/2022,284.32,283.94,285.27,285.27,283.92,81951481
17/08/2022,285.01,284.84,284.32,285.01,284.03,81677019
16/08/2022,285.11,286.13,285.01,286.17,285.01,81875792
15/08/2022,284.36,284.25,285.11,285.27,284.18,81904365
14/08/2022,284.17,284.03,284.36,284.44,283.92,81688997
11/08/2022,283.64,283.44,284.17,284.31,283.37,81633828
10/08/2022,284.03,283.7,283.64,284.06,283.54,81482517
09/08/2022,284.64,284.23,284.03,284.79,284.01,81594077
08/08/2022,284.96,284.63,284.64,284.93,284.11,81769744
04/08/2022,285.31,285.42,284.96,285.48,284.85,81862300
03/08/2022,285.54,285.43,285.31,285.43,285,81962924
02/08/2022,285.35,285.21,285.54,285.83,285.07,82028838
01/08/2022,285.11,285.01,285.35,285.55,284.93,81973087
31/07/2022,284.63,284.55,285.11,285.38,284.5,81904472
28/07/2022,284.07,283.87,284.63,284.63,283.76,81766834
27/07/2022,283.84,283.56,284.07,284.19,283.56,81604946
26/07/2022,283.56,283.67,283.84,283.9,283.58,81540870
25/07/2022,283.71,283.57,283.56,283.82,283.37,81458255
24/07/2022,283.32,283.35,283.71,284.11,283.35,81501970
21/07/2022,283.18,282.69,283.32,283.32,282.69,81391371
20/07/2022,283.13,283.13,283.18,283.31,282.91,81350369
19/07/2022,283.1,283.09,283.13,283.38,282.48,81335012
18/07/2022,283.31,283.11,283.1,283.49,283.1,81341307
17/07/2022,282.2,282.14,283.31,283.33,282.14,81403355
14/07/2022,281.59,281.07,282.2,282.44,280.99,81083768
13/07/2022,281.34,280.88,281.59,281.7,280.88,81643395
12/07/2022,281.19,281.23,281.34,282,280.97,81572007
11/07/2022,281,280.85,281.19,281.26,280.42,81526651
10/07/2022,281.6,281.4,281,281.51,280.99,81471785
07/07/2022,282.32,281.85,281.6,282.03,280.95,81645754
06/07/2022,283.65,283.34,282.32,283.46,282.3,81854507
05/07/2022,283.23,282.69,283.65,283.86,282.66,82240666
04/07/2022,284.51,284.43,283.23,284.7,283.23,82118675
03/07/2022,283.57,283.57,284.51,285.37,283.57,82491987
30/06/2022,282.2,0,283.57,0,0,82217758
29/06/2022,281.09,0,282.2,0,0,81821356
28/06/2022,280.42,0,281.09,0,0,81499272
27/06/2022,279.86,0,280.42,0,0,81305134
26/06/2022,280.14,0,279.86,0,0,81142429
23/06/2022,278.6,0,280.14,0,0,81224522
22/06/2022,277.8,0,278.6,0,0,80775810
21/06/2022,278.66,0,277.8,0,0,80543767
20/06/2022,278.27,0,278.66,0,0,80792996
19/06/2022,278.15,0,278.27,0,0,80680114
16/06/2022,279.31,0,278.15,0,0,80645518
15/06/2022,280.08,0,279.31,0,0,80982040
14/06/2022,279.73,0,280.08,0,0,81206991
13/06/2022,281.03,0,279.73,0,0,81104452
12/06/2022,282.2,0,281.03,0,0,81481832
09/06/2022,282.19,0,282.2,0,0,81821463
08/06/2022,282.79,0,282.19,0,0,81816646
07/06/2022,283.09,0,282.79,0,0,81992460
06/06/2022,283.89,0,283.09,0,0,82077779
02/06/2022,284,0,283.89,0,0,82311674
01/06/2022,283.94,0,284,0,0,82341199
31/05/2022,283.62,0,283.94,0,0,82324812
30/05/2022,283.29,0,283.62,0,0,82232479
29/05/2022,282.74,0,283.29,0,0,59549401
26/05/2022,282.05,0,282.74,0,0,59434440
25/05/2022,282.78,0,282.05,0,0,59288761
24/05/2022,283.61,0,282.78,0,0,59443533
23/05/2022,285.17,0,283.61,0,0,59617984
22/05/2022,285.95,0,285.17,0,0,59944043
19/05/2022,285.73,0,285.95,0,0,60109964
18/05/2022,285.44,0,285.73,0,0,60062958
17/05/2022,285.28,0,285.44,0,0,60001393
16/05/2022,286.11,0,285.28,0,0,59967554
15/05/2022,285.61,0,286.11,0,0,60142196
12/05/2022,286.3,0,285.61,0,0,60036634
11/05/2022,286.99,0,286.3,0,0,60183326
10/05/2022,287.6,0,286.99,0,0,60326878
09/05/2022,287.96,0,287.6,0,0,60456471
08/05/2022,288.78,0,287.96,0,0,60531135
03/05/2022,288.71,0,288.78,0,0,60703323
02/05/2022,289.62,0,288.71,0,0,60689471
01/05/2022,289.63,0,289.62,0,0,60880785
28/04/2022,289.39,0,289.63,0,0,60882973
27/04/2022,289.47,0,289.39,0,0,60832096
26/04/2022,289.07,0,289.47,0,0,60848335
25/04/2022,288.82,0,289.07,0,0,60764050
24/04/2022,289.09,0,288.82,0,0,60712052
20/04/2022,288.82,0,289.09,0,0,60769167
19/04/2022,289.09,0,288.82,0,0,60711792
18/04/2022,288.65,0,289.09,0,0,60768671
17/04/2022,288.46,0,288.65,0,0,60675565
14/04/2022,288.45,0,288.46,0,0,60636439
13/04/2022,288.71,0,288.45,0,0,60634190
12/04/2022,288.77,0,288.71,0,0,60688591
11/04/2022,289.01,0,288.77,0,0,60701241
10/04/2022,288.95,0,289.01,0,0,60752511
07/04/2022,288.71,0,288.95,0,0,60739249
06/04/2022,288.74,0,288.71,0,0,60689784
05/04/2022,289.29,0,288.74,0,0,60694381
04/04/2022,289.28,0,289.29,0,0,60587362
03/04/2022,289.36,0,289.28,0,0,60585746
31/03/2022,289.22,0,289.36,0,0,60602181
30/03/2022,288.98,0,289.22,0,0,60573621
29/03/2022,290.07,0,288.98,0,0,60523689
28/03/2022,290.29,0,290.07,0,0,60750453
27/03/2022,291.2,0,290.29,0,0,60796884
24/03/2022,292.5,0,291.2,0,0,60988169
23/03/2022,292.75,0,292.5,0,0,61260828
22/03/2022,293.45,0,292.75,0,0,61313277
21/03/2022,293.58,0,293.45,0,0,61289457
20/03/2022,292.83,0,293.58,0,0,61316689
16/03/2022,291.73,0,292.83,0,0,61160518
15/03/2022,291.83,0,291.73,0,0,60929841
14/03/2022,291.87,0,291.83,0,0,60950999
13/03/2022,291.6,0,291.87,0,0,60959608
10/03/2022,292.77,0,291.6,0,0,60902108
09/03/2022,294.65,0,292.77,0,0,61146641
08/03/2022,294.02,0,294.65,0,0,61540727
07/03/2022,293.18,0,294.02,0,0,61180992
06/03/2022,291.79,0,293.18,0,0,61005083
03/03/2022,290.58,0,291.79,0,0,60716786
02/03/2022,290.24,0,290.58,0,0,60464110
01/03/2022,289.28,0,290.24,0,0,60355419
28/02/2022,288.1,0,289.28,0,0,59987063
27/02/2022,287.87,0,288.1,0,0,59743434
24/02/2022,286.73,0,287.87,0,0,59695473
23/02/2022,288.03,0,286.73,0,0,59459583
22/02/2022,289.11,0,288.03,0,0,59728935
21/02/2022,290.08,0,289.11,0,0,59953338
20/02/2022,290.03,0,290.08,0,0,60153133
17/02/2022,289.26,0,290.03,0,0,60142459
16/02/2022,289.15,0,289.26,0,0,59982472
15/02/2022,289.15,0,289.15,0,0,59960218
14/02/2022,289.32,0,289.15,0,0,59793344
13/02/2022,289.11,0,289.32,0,0,59826968
10/02/2022,288.6,0,289.11,0,0,59785221
09/02/2022,287.82,0,288.6,0,0,59678332
08/02/2022,287.26,0,287.82,0,0,59517166
07/02/2022,287,0,287.26,0,0,59402227
06/02/2022,287.36,0,287,0,0,59347657
03/02/2022,287.75,0,287.36,0,0,59422146
02/02/2022,287.79,0,287.75,0,0,59503204
01/02/2022,288.36,0,287.79,0,0,59511053
31/01/2022,289.23,0,288.36,0,0,59407001
30/01/2022,288.76,0,289.23,0,0,59586202
27/01/2022,289.43,0,288.76,0,0,59488587
26/01/2022,289.47,0,289.43,0,0,59627414
25/01/2022,289.57,0,289.47,0,0,59635119
24/01/2022,290.23,0,289.57,0,0,59487129
23/01/2022,290.97,0,290.23,0,0,59623992
20/01/2022,290.82,0,290.97,0,0,59775622
19/01/2022,291.03,0,290.82,0,0,59744647
18/01/2022,291.31,0,291.03,0,0,59786628
17/01/2022,291.53,0,291.31,0,0,59844981
16/01/2022,291.37,0,291.53,0,0,59889490
13/01/2022,291.44,0,291.37,0,0,59858352
12/01/2022,291,0,291.44,0,0,59872097
11/01/2022,291.59,0,291,0,0,59780939
10/01/2022,291.83,0,291.59,0,0,59675729
09/01/2022,292.57,0,291.83,0,0,59725541
06/01/2022,292.93,0,292.57,0,0,59876320
05/01/2022,292.76,0,292.93,0,0,59951382
04/01/2022,292.67,0,292.76,0,0,59916569
03/01/2022,292.21,0,292.67,0,0,59897465
02/01/2022,291.82,0,292.21,0,0,59803811
30/12/2021,291.54,0,291.82,0,0,59723468
29/12/2021,291.55,0,291.54,0,0,59666154
28/12/2021,290.86,0,291.55,0,0,59667317
27/12/2021,290.84,0,290.86,0,0,59526092
26/12/2021,290.76,0,290.84,0,0,59521716
23/12/2021,290.39,0,290.76,0,0,59506013
22/12/2021,290.13,0,290.39,0,0,59430744
21/12/2021,290.55,0,290.13,0,0,59378076
20/12/2021,291.38,0,290.55,0,0,59463023
19/12/2021,291.27,0,291.38,0,0,59632992
16/12/2021,292.03,0,291.27,0,0,59610695
15/12/2021,292.7,0,292.03,0,0,59766048
14/12/2021,292.8,0,292.7,0,0,59857198
13/12/2021,292.26,0,292.8,0,0,59651208
12/12/2021,292.3,0,292.26,0,0,59540035
09/12/2021,291.08,0,292.3,0,0,59547559
08/12/2021,291.26,0,291.08,0,0,59299254
07/12/2021,290.94,0,291.26,0,0,59337390
06/12/2021,290.48,0,290.94,0,0,59272079
05/12/2021,290.47,0,290.48,0,0,59177522
02/12/2021,290.4,0,290.47,0,0,59176328
01/12/2021,290.81,0,290.4,0,0,59161880
30/11/2021,291.38,0,290.81,0,0,59244917
29/11/2021,291.33,0,291.38,0,0,59360842
28/11/2021,291.83,0,291.33,0,0,59351729
25/11/2021,290.89,0,291.83,0,0,59451775
24/11/2021,290.18,0,290.89,0,0,59260174
23/11/2021,290.19,0,290.18,0,0,59117304
22/11/2021,290.44,0,290.19,0,0,58837811
21/11/2021,290.98,0,290.44,0,0,58887687
18/11/2021,290.78,0,290.98,0,0,58996628
17/11/2021,291.07,0,290.78,0,0,58956035
16/11/2021,291.32,0,291.07,0,0,59014888
15/11/2021,290.82,0,291.32,0,0,59065566
14/11/2021,290.77,0,290.82,0,0,58965408
11/11/2021,290.5,0,290.77,0,0,58954383
10/11/2021,290.14,0,290.5,0,0,58899845
09/11/2021,290.17,0,290.14,0,0,58826302
08/11/2021,290.87,0,290.17,0,0,58833106
07/11/2021,290.54,0,290.87,0,0,58974699
04/11/2021,290.05,0,290.54,0,0,58907866
03/11/2021,290.95,0,290.05,0,0,58807780
02/11/2021,291.44,0,290.95,0,0,58990340
01/11/2021,291.88,0,291.44,0,0,58807380
31/10/2021,291.84,0,291.88,0,0,58897562
28/10/2021,292.43,0,291.84,0,0,58888497
27/10/2021,292.59,0,292.43,0,0,59007729
26/10/2021,292.23,0,292.59,0,0,58955982
25/10/2021,291.59,0,292.23,0,0,58599538
24/10/2021,291.15,0,291.59,0,0,58472914
21/10/2021,291.4,0,291.15,0,0,58384749
20/10/2021,291.35,0,291.4,0,0,58434555
19/10/2021,291.56,0,291.35,0,0,58424260
18/10/2021,291.78,0,291.56,0,0,58634807
17/10/2021,292.28,0,291.78,0,0,58678973
14/10/2021,292,0,292.28,0,0,58779402
13/10/2021,291.07,0,292,0,0,58724148
12/10/2021,290.46,0,291.07,0,0,58537003
11/10/2021,289.73,0,290.46,0,0,58414416
10/10/2021,289.91,0,289.73,0,0,58267436
07/10/2021,290.56,0,289.91,0,0,58303338
06/10/2021,290.18,0,290.56,0,0,58433822
05/10/2021,290.24,0,290.18,0,0,58300169
04/10/2021,290.07,0,290.24,0,0,58030985
03/10/2021,290.01,0,290.07,0,0,57998371
30/09/2021,289.69,0,290.01,0,0,57985802
29/09/2021,289.76,0,289.69,0,0,57921499
26/09/2021,289.61,0,289.76,0,0,57936775
23/09/2021,289.41,0,289.61,0,0,79568805
22/09/2021,289.18,0,289.41,0,0,79512912
19/09/2021,289.82,0,289.18,0,0,79451342
14/09/2021,289.64,0,289.82,0,0,79912599
13/09/2021,289.2,0,289.64,0,0,79636582
12/09/2021,289.23,0,289.2,0,0,79515001
09/09/2021,289.15,0,289.23,0,0,79524571
05/09/2021,289.28,0,289.15,0,0,79503278
02/09/2021,289.01,0,289.28,0,0,79537175
01/09/2021,288.76,0,289.01,0,0,79462966
31/08/2021,287.93,0,288.76,0,0,79394052
30/08/2021,287.72,0,287.93,0,0,79166985
29/08/2021,287.3,0,287.72,0,0,79110276
26/08/2021,287.13,0,287.3,0,0,78994210
25/08/2021,287.1,0,287.13,0,0,78946543
24/08/2021,286.88,0,287.1,0,0,78938099
23/08/2021,287.15,0,286.88,0,0,78877369
22/08/2021,287.02,0,287.15,0,0,78951560
19/08/2021,287.09,0,287.02,0,0,78917261
18/08/2021,287.17,0,287.09,0,0,78935934
17/08/2021,287.13,0,287.17,0,0,78906072
16/08/2021,286.7,0,287.13,0,0,78562204
15/08/2021,286.4,0,286.7,0,0,78443852
12/08/2021,286.41,0,286.4,0,0,78362349
11/08/2021,286.22,0,286.41,0,0,78366068
10/08/2021,286.26,0,286.22,0,0,78312306
09/08/2021,286.36,0,286.26,0,0,78101796
08/08/2021,286.47,0,286.36,0,0,78131605
05/08/2021,286.66,0,286.47,0,0,78161519
04/08/2021,286.61,0,286.66,0,0,78212237
03/08/2021,286.34,0,286.61,0,0,78199279
02/08/2021,286.2,0,286.34,0,0,78126109
01/08/2021,285.55,0,286.2,0,0,78087210
29/07/2021,285.72,0,285.55,0,0,77908298
28/07/2021,285.43,0,285.72,0,0,67539345
27/07/2021,285.36,0,285.43,0,0,67470298
26/07/2021,285.16,0,285.36,0,0,67452855
25/07/2021,284.93,0,285.16,0,0,67406041
22/07/2021,284.56,0,284.93,0,0,67352304
21/07/2021,284.66,0,284.56,0,0,67265604
20/07/2021,285.34,0,284.66,0,0,67288357
19/07/2021,285.99,0,285.34,0,0,67448148
15/07/2021,285.67,0,285.99,0,0,67603465
14/07/2021,284.84,0,285.67,0,0,68230013
13/07/2021,284.78,0,284.84,0,0,68032894
12/07/2021,284.76,0,284.78,0,0,68019499
11/07/2021,284.79,0,284.76,0,0,68013099
08/07/2021,285.47,0,284.79,0,0,68021750
07/07/2021,285.59,0,285.47,0,0,68184416
06/07/2021,285.24,0,285.59,0,0,68211684
05/07/2021,284.83,0,285.24,0,0,68128591
04/07/2021,284.49,0,284.83,0,0,68029348
01/07/2021,284.29,0,284.49,0,0,67949607
30/06/2021,283.97,0,284.29,0,0,67900630
29/06/2021,284.06,0,283.97,0,0,67825001
28/06/2021,283.79,0,284.06,0,0,67846628
27/06/2021,283.92,0,283.79,0,0,67781676
24/06/2021,284.23,0,283.92,0,0,67812823
23/06/2021,283.95,0,284.23,0,0,67887164
22/06/2021,283.88,0,283.95,0,0,67820954
21/06/2021,283.95,0,283.88,0,0,67802595
20/06/2021,284.27,0,283.95,0,0,67821117
17/06/2021,284.98,0,284.27,0,0,67895540
16/06/2021,285.99,0,284.98,0,0,68066376
15/06/2021,285.84,0,285.99,0,0,68308353
14/06/2021,285.87,0,285.84,0,0,68270456
13/06/2021,285.72,0,285.87,0,0,68279173
10/06/2021,285.56,0,285.72,0,0,68242402
09/06/2021,285.35,0,285.56,0,0,68203837
08/06/2021,285.41,0,285.35,0,0,68155373
07/06/2021,285.5,0,285.41,0,0,68167725
06/06/2021,285.42,0,285.5,0,0,68189873
03/06/2021,285.3,0,285.42,0,0,68170178
02/06/2021,285.15,0,285.3,0,0,68142828
01/06/2021,284.52,0,285.15,0,0,68106313
31/05/2021,283.77,0,284.52,0,0,67957031
30/05/2021,283.51,0,283.77,0,0,67776466
27/05/2021,283.84,0,283.51,0,0,67715540
26/05/2021,284.12,0,283.84,0,0,67794688
25/05/2021,284.16,0,284.12,0,0,67776065
24/05/2021,284.25,0,284.16,0,0,67787211
23/05/2021,284.28,0,284.25,0,0,67808540
20/05/2021,284.91,0,284.28,0,0,67814078
19/05/2021,285.4,0,284.91,0,0,67966565
18/05/2021,286.61,0,285.4,0,0,68082542
13/05/2021,285.84,0,286.61,0,0,68369972
12/05/2021,284.42,0,285.84,0,0,68187820
11/05/2021,285.19,0,284.42,0,0,67849412
10/05/2021,284.17,0,285.19,0,0,68031051
09/05/2021,283.66,0,284.17,0,0,67788265
06/05/2021,283.97,0,283.66,0,0,67668005
05/05/2021,283.45,0,283.97,0,0,67742163
04/05/2021,283.16,0,283.45,0,0,67617716
03/05/2021,282.14,0,283.16,0,0,67547234
02/05/2021,281.71,0,282.14,0,0,67304015
29/04/2021,281.28,0,281.71,0,0,67202045
28/04/2021,281.24,0,281.28,0,0,67099805
27/04/2021,281.38,0,281.24,0,0,67090808
26/04/2021,281.06,0,281.38,0,0,67122781
25/04/2021,280.79,0,281.06,0,0,67047811
22/04/2021,280.64,0,280.79,0,0,66981462
21/04/2021,280.65,0,280.64,0,0,66946788
20/04/2021,280.8,0,280.65,0,0,66948908
19/04/2021,280.69,0,280.8,0,0,66984664
18/04/2021,280.16,0,280.69,0,0,66957553
13/04/2021,280.05,0,280.16,0,0,66141491
12/04/2021,280.15,0,280.05,0,0,66117535
11/04/2021,280.21,0,280.15,0,0,66139641
08/04/2021,280.25,0,280.21,0,0,66153802
07/04/2021,280.37,0,280.25,0,0,66162980
06/04/2021,280.33,0,280.37,0,0,66193092
05/04/2021,280.42,0,280.33,0,0,66181758
04/04/2021,280.29,0,280.42,0,0,66203898
01/04/2021,280.11,0,280.29,0,0,66173546
31/03/2021,279.86,0,280.11,0,0,66130217
30/03/2021,280.05,0,279.86,0,0,66070703
29/03/2021,279.77,0,280.05,0,0,66117307
25/03/2021,279.57,0,279.77,0,0,66050246
24/03/2021,279.52,0,279.57,0,0,66004287
22/03/2021,279.2,0,279.52,0,0,65991866
21/03/2021,278.87,0,279.2,0,0,65915435
18/03/2021,279.05,0,278.87,0,0,65836963
17/03/2021,279.27,0,279.05,0,0,65736034
16/03/2021,277.84,0,279.27,0,0,65249674
15/03/2021,277.92,0,277.84,0,0,64917065
14/03/2021,278.03,0,277.92,0,0,64934964
11/03/2021,278.42,0,278.03,0,0,64960018
10/03/2021,278.95,0,278.42,0,0,65052143
09/03/2021,279,0,278.95,0,0,65176249
08/03/2021,278.62,0,279,0,0,65186060
07/03/2021,278.79,0,278.62,0,0,65098283
04/03/2021,278.49,0,278.79,0,0,65139063
03/03/2021,279,0,278.49,0,0,65068869
02/03/2021,278.63,0,279,0,0,65187390
01/03/2021,278.22,0,278.63,0,0,65101000
28/02/2021,278.12,0,278.22,0,0,65005553
25/02/2021,278.22,0,278.12,0,0,64981558
24/02/2021,278.46,0,278.22,0,0,64862366
23/02/2021,277.96,0,278.46,0,0,64385286
22/02/2021,277.72,0,277.96,0,0,64268979
21/02/2021,277.95,0,277.72,0,0,64214329
18/02/2021,278.27,0,277.95,0,0,64266897
17/02/2021,278.3,0,278.27,0,0,64341139
16/02/2021,277.48,0,278.3,0,0,64349320
15/02/2021,277.39,0,277.48,0,0,64158729
14/02/2021,277.5,0,277.39,0,0,64138642
11/02/2021,277.49,0,277.5,0,0,64163210
10/02/2021,277.4,0,277.49,0,0,64160207
09/02/2021,277.18,0,277.4,0,0,64139351
08/02/2021,277.14,0,277.18,0,0,64090527
07/02/2021,277.25,0,277.14,0,0,64080640
04/02/2021,277,0,277.25,0,0,64106706
03/02/2021,276.9,0,277,0,0,64047665
02/02/2021,277.04,0,276.9,0,0,64024465
01/02/2021,277.13,0,277.04,0,0,64057290
31/01/2021,277.31,0,277.13,0,0,64077664
28/01/2021,277.73,0,277.31,0,0,64118563
27/01/2021,277.58,0,277.73,0,0,63834169
26/01/2021,277.58,0,277.58,0,0,62434695
25/01/2021,277.22,0,277.58,0,0,62433942
24/01/2021,277.17,0,277.22,0,0,62353424
21/01/2021,277.63,0,277.17,0,0,62342315
20/01/2021,277.77,0,277.63,0,0,62445601
19/01/2021,277.33,0,277.77,0,0,62477145
18/01/2021,277.11,0,277.33,0,0,62377181
17/01/2021,277.18,0,277.11,0,0,62328423
14/01/2021,276.5,0,277.18,0,0,62345086
13/01/2021,276.4,0,276.5,0,0,62162586
12/01/2021,276.01,0,276.4,0,0,62056146
11/01/2021,276.04,0,276.01,0,0,61968636
10/01/2021,276.04,0,276.04,0,0,61974784
07/01/2021,276.36,0,276.04,0,0,61975026
06/01/2021,276.18,0,276.36,0,0,62047391
05/01/2021,275.87,0,276.18,0,0,62005768
04/01/2021,275.42,0,275.87,0,0,61936720
03/01/2021,275.71,0,275.42,0,0,61835073
31/12/2020,275.69,0,275.71,0,0,61901098
30/12/2020,275.61,0,275.69,0,0,61895401
29/12/2020,275.48,0,275.61,0,0,61877972
28/12/2020,275.14,0,275.48,0,0,61848273
27/12/2020,274.86,0,275.14,0,0,61773033
24/12/2020,274.67,0,274.86,0,0,61710341
23/12/2020,274.74,0,274.67,0,0,61666661
22/12/2020,274.29,0,274.74,0,0,61683943
21/12/2020,274.57,0,274.29,0,0,61582017
20/12/2020,274.49,0,274.57,0,0,61645048
17/12/2020,274.32,0,274.49,0,0,61627844
16/12/2020,274.38,0,274.32,0,0,61510070
15/12/2020,274.12,0,274.38,0,0,61276429
14/12/2020,273.65,0,274.12,0,0,61217351
13/12/2020,273.47,0,273.65,0,0,61112227
10/12/2020,273.38,0,273.47,0,0,61071958
09/12/2020,273.3,0,273.38,0,0,61052021
08/12/2020,273.62,0,273.3,0,0,61035609
07/12/2020,273.72,0,273.62,0,0,61105326
06/12/2020,273.88,0,273.72,0,0,61127785
03/12/2020,273.94,0,273.88,0,0,61164406
02/12/2020,273.94,0,273.94,0,0,61177232
01/12/2020,274.21,0,273.94,0,0,61177872
30/11/2020,274.4,0,274.21,0,0,61237102
29/11/2020,274.31,0,274.4,0,0,61280380
26/11/2020,273.94,0,274.31,0,0,61259714
25/11/2020,273.68,0,273.94,0,0,61171768
24/11/2020,273.36,0,273.68,0,0,61088649
23/11/2020,273.23,0,273.36,0,0,61016973
22/11/2020,273.36,0,273.23,0,0,60988778
19/11/2020,273.05,0,273.36,0,0,61018422
18/11/2020,272.89,0,273.05,0,0,60949220
17/11/2020,272.8,0,272.89,0,0,60913281
16/11/2020,272.11,0,272.8,0,0,60892341
15/11/2020,272.32,0,272.11,0,0,60738680
12/11/2020,272.22,0,272.32,0,0,60784694
11/11/2020,272.02,0,272.22,0,0,60748212
10/11/2020,271.25,0,272.02,0,0,60660130
09/11/2020,270.71,0,271.25,0,0,60488294
08/11/2020,270.54,0,270.71,0,0,60367895
05/11/2020,270.65,0,270.54,0,0,60329967
04/11/2020,270.18,0,270.65,0,0,60353464
03/11/2020,270.32,0,270.18,0,0,60248545
02/11/2020,270.46,0,270.32,0,0,60281003
01/11/2020,270.18,0,270.46,0,0,60311952
29/10/2020,270.76,0,270.18,0,0,60249093
28/10/2020,271.1,0,270.76,0,0,37000687
27/10/2020,271.25,0,271.1,0,0,37034586
26/10/2020,271.41,0,271.25,0,0,37055465
25/10/2020,271.59,0,271.41,0,0,37076083
22/10/2020,271.86,0,271.59,0,0,37101855
21/10/2020,271.94,0,271.86,0,0,37138784
20/10/2020,271.95,0,271.94,0,0,37149028
19/10/2020,272.28,0,271.95,0,0,37150789
18/10/2020,271.58,0,272.28,0,0,37196005
15/10/2020,271.37,0,271.58,0,0,37100093
14/10/2020,271.39,0,271.37,0,0,37071124
13/10/2020,271.11,0,271.39,0,0,37073930
12/10/2020,271.36,0,271.11,0,0,37035435
11/10/2020,271.2,0,271.36,0,0,37069689
08/10/2020,271.06,0,271.2,0,0,37048484
07/10/2020,271.15,0,271.06,0,0,37028714
06/10/2020,270.94,0,271.15,0,0,37040720
05/10/2020,271.06,0,270.94,0,0,37012468
04/10/2020,270.87,0,271.06,0,0,37029432
01/10/2020,270.7,0,270.87,0,0,37002747
30/09/2020,271.35,0,270.7,0,0,36979585
29/09/2020,271.17,0,271.35,0,0,37068971
24/09/2020,271.56,0,271.17,0,0,55607380
23/09/2020,272.19,0,271.56,0,0,55687006
22/09/2020,272.38,0,272.19,0,0,55748677
21/09/2020,272.8,0,272.38,0,0,55788061
17/09/2020,272.81,0,272.8,0,0,55874043
16/09/2020,273.07,0,272.81,0,0,56678836
15/09/2020,272.78,0,273.07,0,0,56733252
14/09/2020,272.65,0,272.78,0,0,56671333
13/09/2020,272.9,0,272.65,0,0,56644760
10/09/2020,273.51,0,272.9,0,0,56697943
09/09/2020,273.21,0,273.51,0,0,56718172
08/09/2020,273.5,0,273.21,0,0,56330829
07/09/2020,273.43,0,273.5,0,0,56389605
06/09/2020,273.69,0,273.43,0,0,56375875
03/09/2020,274.12,0,273.69,0,0,56429032
02/09/2020,274.02,0,274.12,0,0,56517678
01/09/2020,274.2,0,274.02,0,0,56497660
31/08/2020,273.93,0,274.2,0,0,56535101
30/08/2020,273.75,0,273.93,0,0,56480090
27/08/2020,273.9,0,273.75,0,0,56442119
26/08/2020,273.97,0,273.9,0,0,56473313
25/08/2020,273.86,0,273.97,0,0,56486817
24/08/2020,273.56,0,273.86,0,0,56464874
23/08/2020,273.29,0,273.56,0,0,56402068
20/08/2020,273.34,0,273.29,0,0,56346709
19/08/2020,273.51,0,273.34,0,0,56356768
18/08/2020,273.86,0,273.51,0,0,56392666
17/08/2020,273.83,0,273.86,0,0,56465582
16/08/2020,272.92,0,273.83,0,0,56457703
13/08/2020,272.84,0,272.92,0,0,56271639
12/08/2020,272.12,0,272.84,0,0,56255475
11/08/2020,271.89,0,272.12,0,0,56105055
10/08/2020,271.74,0,271.89,0,0,56057911
09/08/2020,271.77,0,271.74,0,0,56026746
06/08/2020,271.53,0,271.77,0,0,56034398
05/08/2020,271.35,0,271.53,0,0,55823975
04/08/2020,271.29,0,271.35,0,0,55317551
03/08/2020,271.68,0,271.29,0,0,55305671
02/08/2020,271.67,0,271.68,0,0,55385915
29/07/2020,271.5,0,271.67,0,0,55383744
28/07/2020,271.2,0,271.5,0,0,55348330
27/07/2020,271.2,0,271.2,0,0,55288228
26/07/2020,271.18,0,271.2,0,0,55287011
23/07/2020,271.11,0,271.18,0,0,55284097
22/07/2020,270.97,0,271.11,0,0,55216145
21/07/2020,270.88,0,270.97,0,0,55033594
20/07/2020,270.72,0,270.88,0,0,55015240
19/07/2020,270.97,0,270.72,0,0,54982827
16/07/2020,271.11,0,270.97,0,0,55033390
15/07/2020,271.01,0,271.11,0,0,55061736
14/07/2020,271.26,0,271.01,0,0,55642848
13/07/2020,271.54,0,271.26,0,0,55694508
12/07/2020,271.21,0,271.54,0,0,55751842
09/07/2020,271.23,0,271.21,0,0,55683497
08/07/2020,271.42,0,271.23,0,0,55688290
07/07/2020,271.68,0,271.42,0,0,54904519
06/07/2020,272.02,0,271.68,0,0,54957233
05/07/2020,272.3,0,272.02,0,0,55025800
02/07/2020,272.25,0,272.3,0,0,55081978
01/07/2020,272.35,0,272.25,0,0,55070773
30/06/2020,271.8,0,272.35,0,0,55092646
29/06/2020,272.03,0,271.8,0,0,54979678
28/06/2020,273.15,0,272.03,0,0,55027217
25/06/2020,273.51,0,273.15,0,0,55252868
24/06/2020,273.74,0,273.51,0,0,55327276
23/06/2020,273.84,0,273.74,0,0,55372470
22/06/2020,274.12,0,273.84,0,0,55392495
21/06/2020,274.23,0,274.12,0,0,55448927
18/06/2020,274.83,0,274.23,0,0,55471085
17/06/2020,274.86,0,274.83,0,0,55593665
16/06/2020,275.82,0,274.86,0,0,55598787
15/06/2020,276.11,0,275.82,0,0,55794148
14/06/2020,276.44,0,276.11,0,0,55851689
11/06/2020,276.49,0,276.44,0,0,55918112
10/06/2020,276.3,0,276.49,0,0,55929888
09/06/2020,275.93,0,276.3,0,0,55890513
08/06/2020,275.95,0,275.93,0,0,55816285
04/06/2020,275.5,0,275.95,0,0,55818968
03/06/2020,275.26,0,275.5,0,0,55728358
