TradeDate,BaseRate,OpenRate,CloseRate,HighRate,LowRate,MarketValue
02/06/2020,275.54,0,275.26,0,0,55680852
01/06/2020,275.66,0,275.54,0,0,55735984
31/05/2020,276,0,275.66,0,0,55760445
27/05/2020,276.48,0,276,0,0,55830449
26/05/2020,276.57,0,276.48,0,0,55926487
25/05/2020,276.17,0,276.57,0,0,55945023
24/05/2020,275.61,0,276.17,0,0,55864774
21/05/2020,274.91,0,275.61,0,0,55751109
20/05/2020,274.48,0,274.91,0,0,55546815
19/05/2020,273.89,0,274.48,0,0,55282550
18/05/2020,273.24,0,273.89,0,0,55163699
17/05/2020,272.11,0,273.24,0,0,55033134
14/05/2020,272.46,0,272.11,0,0,54805877
13/05/2020,272.59,0,272.46,0,0,54876303
12/05/2020,272.54,0,272.59,0,0,54901957
11/05/2020,272.35,0,272.54,0,0,54891945
10/05/2020,271.89,0,272.35,0,0,54854007
07/05/2020,271.56,0,271.89,0,0,54761898
06/05/2020,271.41,0,271.56,0,0,54662697
05/05/2020,271.19,0,271.41,0,0,54525161
04/05/2020,271.61,0,271.19,0,0,54480459
03/05/2020,272.27,0,271.61,0,0,54565120
30/04/2020,272.46,0,272.27,0,0,54697199
27/04/2020,272.15,0,272.46,0,0,54735126
26/04/2020,271.98,0,272.15,0,0,54673851
23/04/2020,272.35,0,271.98,0,0,54638567
22/04/2020,272.6,0,272.35,0,0,54713238
21/04/2020,273.43,0,272.6,0,0,54764514
20/04/2020,273.24,0,273.43,0,0,54930555
19/04/2020,272.94,0,273.24,0,0,54891589
16/04/2020,272.22,0,272.94,0,0,54833052
13/04/2020,272.16,0,272.22,0,0,54687613
12/04/2020,271.67,0,272.16,0,0,54675768
07/04/2020,271.59,0,271.67,0,0,54577520
06/04/2020,269.56,0,271.59,0,0,54560355
05/04/2020,269.22,0,269.56,0,0,54153450
02/04/2020,269.11,0,269.22,0,0,54085000
01/04/2020,269.44,0,269.11,0,0,54062618
31/03/2020,268.59,0,269.44,0,0,54128507
30/03/2020,269.27,0,268.59,0,0,53958084
29/03/2020,270.5,0,269.27,0,0,54095407
26/03/2020,268.88,0,270.5,0,0,54341728
25/03/2020,267.73,0,268.88,0,0,54015666
24/03/2020,265.38,0,267.73,0,0,53785925
23/03/2020,260.96,0,265.38,0,0,53313513
22/03/2020,261.47,0,260.96,0,0,52425496
19/03/2020,261.61,0,261.47,0,0,52528415
18/03/2020,263.96,0,261.61,0,0,52555262
17/03/2020,265.52,0,263.96,0,0,53028018
16/03/2020,267.35,0,265.52,0,0,53341429
15/03/2020,267.24,0,267.35,0,0,53708580
12/03/2020,270.69,0,267.24,0,0,53687060
11/03/2020,271.67,0,270.69,0,0,54379116
09/03/2020,274.65,0,271.67,0,0,54576470
08/03/2020,277.25,0,274.65,0,0,55174842
05/03/2020,277.89,0,277.25,0,0,55698531
04/03/2020,278.46,0,277.89,0,0,55825794
03/03/2020,278.56,0,278.46,0,0,55941717
01/03/2020,279.04,0,278.56,0,0,55961655
27/02/2020,279.26,0,279.04,0,0,56056461
26/02/2020,279.22,0,279.26,0,0,56101910
25/02/2020,279.05,0,279.22,0,0,56094555
24/02/2020,279.57,0,279.05,0,0,56059412
23/02/2020,279.9,0,279.57,0,0,56163774
20/02/2020,279.89,0,279.9,0,0,56231063
19/02/2020,279.98,0,279.89,0,0,56229104
18/02/2020,280.1,0,279.98,0,0,56246193
17/02/2020,280.17,0,280.1,0,0,56270506
16/02/2020,280.36,0,280.17,0,0,56284971
13/02/2020,280.26,0,280.36,0,0,56323253
12/02/2020,280.1,0,280.26,0,0,56302829
11/02/2020,280.03,0,280.1,0,0,56270056
10/02/2020,280.14,0,280.03,0,0,56257061
09/02/2020,280.23,0,280.14,0,0,56277889
06/02/2020,280.09,0,280.23,0,0,56297020
05/02/2020,279.87,0,280.09,0,0,56267487
04/02/2020,279.73,0,279.87,0,0,56223284
03/02/2020,279.6,0,279.73,0,0,56196132
02/02/2020,279.86,0,279.6,0,0,56169261
30/01/2020,279.88,0,279.86,0,0,56222957
29/01/2020,279.65,0,279.88,0,0,56226293
28/01/2020,279.6,0,279.65,0,0,56179840
27/01/2020,279.82,0,279.6,0,0,56169834
26/01/2020,280,0,279.82,0,0,56213578
23/01/2020,280.18,0,280,0,0,56249556
22/01/2020,280.29,0,280.18,0,0,56286656
21/01/2020,280.45,0,280.29,0,0,56308777
20/01/2020,280.44,0,280.45,0,0,56340369
19/01/2020,280.61,0,280.44,0,0,56338195
16/01/2020,280.55,0,280.61,0,0,56373142
15/01/2020,280.49,0,280.55,0,0,56360054
14/01/2020,280.41,0,280.49,0,0,56349363
13/01/2020,280.42,0,280.41,0,0,56331890
12/01/2020,280.56,0,280.42,0,0,56334213
09/01/2020,281,0,280.56,0,0,56362397
08/01/2020,281.09,0,281,0,0,56450158
07/01/2020,281.08,0,281.09,0,0,56468474
06/01/2020,280.95,0,281.08,0,0,56466808
05/01/2020,280.18,0,280.95,0,0,56440875
02/01/2020,279.9,0,280.18,0,0,56286648
01/01/2020,279.74,0,279.9,0,0,56229186
